project_name,project_id,year,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status
เช่าเครื่องถ่ายเอกสาร สำนักงาน อบต.ระแหง โดยวิธีเฉพาะเจาะจง,60107243373.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,9500,,19000.0,2561,31 ต.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,14/2561,31 ต.ค. 60,30 พ.ย. 60,"9,500",สิ้นสุดสัญญา
เช่าโครงการSmart Farmer ONIE เพื่อสร้าง Samrt  Farmer โดยวิธีเฉพาะเจาะจง,61067543930.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,18000,18000.0,18000.0,2561,29 มิ.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,29/2561,29 มิ.ย. 61,6 ก.ค. 61,"18,000",ระหว่างดำเนินการ
เช่าห้องประชุมสำหรับอบรมโครงการรณรงค์และป้องกันปัญหายาเสพติดให้แก่ประชาชนในเขตเทศบาลเมืองบึงยี่โถ โดยวิธีเฉพาะเจาะจง,61037475030.0,2561,เช่า,เทศบาลเมืองบึงยี่โถ,เทศบาลเมืองบึงยี่โถ,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,18000,,18000.0,2561,28 มี.ค. 61,ปทุมธานี,ธัญบุรี,บึงยี่โถ,สิ้นสุดสัญญา,,203550004026.0,ห้างหุ้นส่วนจำกัดรังศิริกรุ๊ป,167/2561,28 มี.ค. 61,2 เม.ย. 61,"18,000",สิ้นสุดสัญญา
เช่าเช่าเครื่องถ่ายเอกสาร โดยวิธีเฉพาะเจาะจง,61057020766.0,2561,เช่า,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16050,16050.0,16050.0,2561,1 พ.ค. 61,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,,105547146144.0,บริษัท โตชิบา เทค (ประเทศไทย) จำกัด,03/2561,1 พ.ค. 61,30 เม.ย. 61,"16,050",ระหว่างดำเนินการ
เช่าเหมารถบัส จำนวน 2 คัน โครงการพัฒนาและเสริมสร้างวัฒนธรรมเพื่อเทิลทูลสถาบันพระมหากษัตริย์ ในวันที่ 28 กรกฎาคม  2561 โดยวิธีเฉพาะเจาะจง,61077494283.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16000,16000.0,16000.0,2561,26 ก.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,35/2561,26 ก.ค. 61,29 ก.ค. 61,"16,000",ระหว่างดำเนินการ
เช่ารถบัส โครงการอิ่มบุญสุขใจ เรียนรู้ประวัติศาสตร์ เพื่อเทิดทูนบูรพมหากษัตริย์ไทย โดยวิธีเฉพาะเจาะจง,61087516168.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16000,16000.0,16000.0,2561,23 ส.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,55/2561,23 ส.ค. 61,26 ส.ค. 61,"16,000",ระหว่างดำเนินการ
เช่าเครื่องสูบน้ำพร้อมท่อสูบน้ำพร้อมผู้ดูแลประจำเครื่อง จำนวน 3 เครื่อง โดยวิธีเฉพาะเจาะจง,61097659581.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองสี่,องค์การบริหารส่วนตำบลคลองสี่,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16000,16000.0,16000.0,2561,19 ก.ย. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,313020043xxxx,นายสมพงษ์  ทั่งรื่น,219/2561,19 ก.ย. 61,26 ก.ย. 61,"16,000",ระหว่างดำเนินการ
เช่าโครงการพัฒนาบุคลากรเพื่อพัฒนาการจัดกิจกรรมศึกษานอกระบบระดับการศึกษาขั้นพื้นฐานวันที่ 23-24 สิงหาคม 2561 โดยวิธีเฉพาะเจาะจง,61087410799.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16000,16000.0,16000.0,2561,15 ส.ค. 61,ปทุมธานี,-,-,สิ้นสุดสัญญา,,333120006xxxx,นายเฉลิมศิลป์ บุญประสิทะิ์,38/2561,15 ส.ค. 61,25 ส.ค. 61,"16,000",สิ้นสุดสัญญา
เช่าเสากั้นเขตทางเดิน แบบสายดึงกลับอัตโนมัติ ตัวเสาแสตนเลท สายสีแดง ยาว 2 เมตร เพื่อใช้ในงานพระราชพิธีถวายพระเพลิงพระบรมศพ โดยวิธีเฉพาะเจาะจง,60107147863.0,2561,เช่า,เทศบาลตำบลหนองเสือ,เทศบาลตำบลหนองเสือ,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,8000,,16000.0,2561,20 ต.ค. 60,ปทุมธานี,หนองเสือ,บึงบา,ระหว่างดำเนินการ,,313060000xxxx,นายมงคล  ลายทอง,19/2560,20 ต.ค. 60,25 ต.ค. 60,"8,000",ระหว่างดำเนินการ
"เช่าเช่าเก้าอี้, โต๊ะ งานพระราชพิธีถวายดอกไม้จันทร์ โดยวิธีเฉพาะเจาะจง",60117090971.0,2561,เช่า,องค์การบริหารส่วนตำบลคูบางหลวง,องค์การบริหารส่วนตำบลคูบางหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,8000,,16000.0,2561,20 ต.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,173990041xxxx,นายกฤตายุ   เด่นจารุกูล,4/2561,20 ต.ค. 60,27 ต.ค. 60,"8,000",ระหว่างดำเนินการ
เช่าใช้บริการอินเตอร์เน็ต โดยวิธีเฉพาะเจาะจง,61097688463.0,2561,เช่า,กรมการจัดหางาน,สำนักงานจัดหางานจังหวัดปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,16000,16000.0,15279.6,2561,28 ก.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านกลาง,สิ้นสุดสัญญา,,107546000229.0,บริษัท กสท โทรคมนาคม จำกัด (มหาชน),ปท 0028/18434,28 ก.ย. 61,1 ต.ค. 61,"15,280",สิ้นสุดสัญญา
เช่าห้องประชุมและเครื่องเสียง สำหรับโครงการอบรมผู้บริหาร สมาชิกสภาเทศบาลฯ สู่ไทยแลนด์ 4.0 โดยวิธีเฉพาะเจาะจง,61067368052.0,2561,เช่า,เทศบาลเมืองบึงยี่โถ,เทศบาลเมืองบึงยี่โถ,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,21 มิ.ย. 61,ปทุมธานี,ธัญบุรี,บึงยี่โถ,สิ้นสุดสัญญา,,105556008166.0,บริษัท เอ็ม ทเวนตี้ทรี พร็อพเพอร์ตี้ จำกัด,257/2561,21 มิ.ย. 61,28 มิ.ย. 61,"15,000",สิ้นสุดสัญญา
เช่าเต็นท์ จำนวน 5 หลัง ตามโครงการจัดพิธีถวายดอกไม้จันทน์ของประชาชนในส่วนภูมิภาค อำเภอหนองเสือ จังหวัดปทุมธานี โดยวิธีเฉพาะเจาะจง,60107155608.0,2561,เช่า,องค์การบริหารส่วนตำบลบึงกาสาม,องค์การบริหารส่วนตำบลบึงกาสาม,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7500,,15000.0,2561,24 ต.ค. 60,ปทุมธานี,หนองเสือ,บึงกาสาม,สิ้นสุดสัญญา,,375020020xxxx,นางบุญเรือง   พูลปั้น,4/2561,24 ต.ค. 60,27 ต.ค. 60,"7,500",สิ้นสุดสัญญา
เช่าเต็นท์โครงการจัดพิธีถวายดอกไม้จันทน์ของประชาชนในส่วนภูมิภาค อำเภอหนองเสือ จังหวัดปทุมธานี โดยวิธีเฉพาะเจาะจง,60107156009.0,2561,เช่า,องค์การบริหารส่วนตำบลนพรัตน์,องค์การบริหารส่วนตำบลนพรัตน์,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7500,,15000.0,2561,20 ต.ค. 60,ปทุมธานี,หนองเสือ,นพรัตน์,ระหว่างดำเนินการ,,313040022xxxx,นางสาวพรภนา  ศรีเมืองแมน,14/2561,20 ต.ค. 60,25 ต.ค. 60,"7,500",ระหว่างดำเนินการ
เช่าเช่าอาคารสำนักงาน ม.ค.61 โดยวิธีเฉพาะเจาะจง,61017291963.0,2561,เช่า,ศูนย์ กศน.สามโคก,ศูนย์ กศน.สามโคก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,,15000.0,2561,19 ม.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,310020201xxxx,นางวรัญญา รุ่งกมลพันธ์,0158,19 ม.ค. 61,24 ม.ค. 61,"15,000",ระหว่างดำเนินการ
เช่าห้องประชุม จำนวน 1 รายการ (โครงการอบรมและศึกษาดูงานแกนนำด้านสุขภาพ) โดยวิธีเฉพาะเจาะจง,61037436519.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,2 เม.ย. 61,ปทุมธานี,ลำลูกกา,คูคต,สิ้นสุดสัญญา,,105535135509.0,บริษัท เอเชีย แอร์พอร์ท โฮเต็ล จำกัด,219.1/2561,2 เม.ย. 61,3 เม.ย. 61,"15,000",สิ้นสุดสัญญา
เช่าระบบเครื่องเสียงสำหรับแข่งขันเรือพาย โดยวิธีเฉพาะเจาะจง,60117321729.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองสี่,องค์การบริหารส่วนตำบลคลองสี่,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,24 พ.ย. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,313020045xxxx,ขวัญชัย  แหยมพรามห์,46/2561,24 พ.ย. 60,7 ธ.ค. 60,"15,000",สิ้นสุดสัญญา
เช่าเครื่องขยายเสียง โดยวิธีเฉพาะเจาะจง,61087555589.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองสี่,องค์การบริหารส่วนตำบลคลองสี่,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,28 ส.ค. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,313020045xxxx,ขวัญชัย  แหยมพรามห์,192/2561,28 ส.ค. 61,2 ก.ย. 61,"15,000",ระหว่างดำเนินการ
เช่ารถยนต์ปรับอากาศไม่ประจำทาง ขนาด 40 ที่นั่ง รวม 1 รายการ ของงานค่าใช้จ่ายในการปรับปรุงระบบการจัดการน้ำและพัฒนาองค์กรผู้ใช้น้ำ โดยวิธีเฉพาะเจาะจง,61097124068.0,2561,เช่า,กรมชลประทาน,โครงการส่งน้ำและบำรุงรักษารังสิตใต้ (ปทุมธานี) กรมชลประทาน,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,5 ก.ย. 61,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,สิ้นสุดสัญญา,,313030024xxxx,นางสายพิณ ศรีพลอย,รต.ช.02/2561,5 ก.ย. 61,13 ก.ย. 61,"15,000",สิ้นสุดสัญญา
เช่าเช่าอาคารพาณิชย์สำนักงาน  กศน.อำเภอสามโคก เดือน  กุมภาพันธ์ โดยวิธีเฉพาะเจาะจง,61037022578.0,2561,เช่า,ศูนย์ กศน.สามโคก,ศูนย์ กศน.สามโคก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,,15000.0,2561,28 ก.พ. 61,ปทุมธานี,-,-,สิ้นสุดสัญญา,,310020201xxxx,นางวรัญญา รุ่งกมลพันธ์,-,28 ก.พ. 61,1 มี.ค. 61,"15,000",สิ้นสุดสัญญา
เช่าอาคารพาณิชย์ โดยวิธีเฉพาะเจาะจง,60127311948.0,2561,เช่า,ศูนย์ กศน.สามโคก,ศูนย์ กศน.สามโคก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,,15000.0,2561,1 พ.ย. 60,ปทุมธานี,-,-,สิ้นสุดสัญญา,,310020201xxxx,นางวรัญญา รุ่งกมลพันธ์,70/61,1 พ.ย. 60,4 พ.ย. 60,"15,000",สิ้นสุดสัญญา
เช่าเครื่องขยายเสียง โครงการจัดงานประเพณีสงกรานต์ประจำปี พ.ศ.2561 โดยวิธีเฉพาะเจาะจง,61047124646.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองห้า,องค์การบริหารส่วนตำบลคลองห้า,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,9 เม.ย. 61,ปทุมธานี,คลองหลวง,คลองห้า,ระหว่างดำเนินการ,,313020047xxxx,นายชูเดช  พวงไม้,144/2561,9 เม.ย. 61,13 เม.ย. 61,"15,000",ระหว่างดำเนินการ
เช่าห้องประชุม จำนวน 1 รายการ (โครงการส่งเสริมสุขภาพผู้สูงวัยในเขตเทศบาลฯ) โดยวิธีเฉพาะเจาะจง,61027025789.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,6 ก.พ. 61,ปทุมธานี,ลำลูกกา,คูคต,ระหว่างดำเนินการ,,105535135509.0,บริษัท เอเชีย แอร์พอร์ท โฮเต็ล จำกัด,129/2561,6 ก.พ. 61,7 ก.พ. 61,"15,000",ระหว่างดำเนินการ
เช่ารถบัสโครงการฝึกอบรมหลักสูตรลูกเสือขั้นพื้นฐาน โดยวิธีเฉพาะเจาะจง,61077024808.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,15000.0,15000.0,2561,28 มิ.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,033/2561,28 มิ.ย. 61,1 ก.ค. 61,"15,000",ระหว่างดำเนินการ
เช่าเครื่องขยายเสียงและเครื่องปั่นไฟ (โครงการงานวันเด็กแห่งชาติ ฯ) โดยวิธีเฉพาะเจาะจง,61017186745.0,2561,เช่า,องค์การบริหารส่วนตำบลกระแชง,องค์การบริหารส่วนตำบลกระแชง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,,15000.0,2561,10 ม.ค. 61,ปทุมธานี,สามโคก,กระแชง,ระหว่างดำเนินการ,,313070015xxxx,นางรัชนีวัลย์  กากแก้ว,29 / 2561,10 ม.ค. 61,13 ม.ค. 61,"15,000",ระหว่างดำเนินการ
เช่าอาคารพาณิชย์สำนักงาน  กศน.สามโคก โดยวิธีเฉพาะเจาะจง,60127305839.0,2561,เช่า,ศูนย์ กศน.สามโคก,ศูนย์ กศน.สามโคก,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,15000,,15000.0,2561,1 พ.ย. 60,ปทุมธานี,-,-,สิ้นสุดสัญญา,,310020201xxxx,นางวรัญญา รุ่งกมลพันธ์,0182561,1 พ.ย. 60,4 พ.ย. 60,"15,000",สิ้นสุดสัญญา
เช่าเต็นท์ โครงการจัดงานประเพณีสงกรานต์ประจำปี 2561 โดยวิธีเฉพาะเจาะจง,61047066264.0,2561,เช่า,เทศบาลตำบลคลองพระอุดม,เทศบาลตำบลคลองพระอุดม,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,14400,14400.0,14400.0,2561,5 เม.ย. 61,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,สิ้นสุดสัญญา,,112010012xxxx,นาย วิรัตน์ แจ้งดี,203/2561,5 เม.ย. 61,11 เม.ย. 61,"14,400",สิ้นสุดสัญญา
"เช่าเครื่องถ่ายเอกสารเพื่อใช้งานถ่ายเอกสารงานการเงินและบัญชี , งานพัสดุและสัญญา , งานสารบรรณ , งานสารสนเทศ และเอกสารที่เกี่ยวข้องกับทางราชการ ของหน่วยงานแขวง ฯ จำนวน 28,358 แผ่น โดยวิธีเฉพาะเจาะจง",61097272215.0,2561,เช่า,กรมทางหลวง,แขวงทางหลวงปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,14179,14179.0,14179.0,2561,6 ก.ย. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,สิ้นสุดสัญญา,,105521009891.0,บริษัท ฟูจิฟิล์ม บิสซิเนส อินโนเวชั่น (ประเทศไทย) จำกัด,416-61375,6 ก.ย. 61,26 ก.ย. 61,"14,179",สิ้นสุดสัญญา
เช่าเก้าอี้พลาสติกพร้อมผ้าคลุมสีขาวและโต๊ะรับประธานอาหารพร้อมผ้าคลุมโต๊ะ ตามโครงการจัดงานพิธีถวายดอกไม้จันทน์ของประชาชนส่วนภูมิภาค เนื่องในงานพระราชพิธีถวายพระเพลิงพระบรมศพพระบาทสมเด็จพระปรมินทรมหาภูมิพลอดลุยเดช อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี โดยวิธีเฉพาะเจาะจง,60107139435.0,2561,เช่า,องค์การบริหารส่วนตำบลหน้าไม้,องค์การบริหารส่วนตำบลหน้าไม้,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7000,,14000.0,2561,19 ต.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,173990041xxxx,นายกฤตายุ   เด่นจารุกูล,3/2561,19 ต.ค. 60,25 ต.ค. 60,"7,000",ระหว่างดำเนินการ
เช่าจ้างเหมาซ่อมแซมเครื่องปรับอากาศกองการศึกษา ศาสนาและวัฒนธรรม  จำนวน 4 เครื่อง โดยวิธีเฉพาะเจาะจง,60127152971.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองสาม,องค์การบริหารส่วนตำบลคลองสาม,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,14000,,14000.0,2561,12 ธ.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,340090071xxxx,สราวุฒิแอร์แอนด์เซอร์วิส,CNTR-0156/61,12 ธ.ค. 60,19 ธ.ค. 60,"14,000",ระหว่างดำเนินการ
เช่าค่าเช่าเต้นท์พร้อมอุปกรณ์ส่องสว่าง ณ จุดบริการประชาชน ระหว่างวันที่  11 - 17  เมษายน  2561 จำนวน 2 หลัง โดยวิธีเฉพาะเจาะจง,61047108174.0,2561,เช่า,เทศบาลเมืองลาดสวาย,เทศบาลเมืองลาดสวาย,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,14000,14000.0,14000.0,2561,11 เม.ย. 61,ปทุมธานี,ลำลูกกา,ลาดสวาย,ระหว่างดำเนินการ,,1100500224207.0,รวมญาติ บริการ  โดยนายจิระ พูนพลับ,ปท 54402/,11 เม.ย. 61,18 เม.ย. 61,"14,000",ระหว่างดำเนินการ
เช่าเต็นท์/เก้าอี้นั่ง (โครงการกีฬาและนันทนาการ จัดกิจกรรมวันเด็กแห่งชาติประจำปี 2561 โดยวิธีเฉพาะเจาะจง,61017021456.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,13600,13600.0,13600.0,2561,12 ม.ค. 61,ปทุมธานี,ลำลูกกา,คูคต,สิ้นสุดสัญญา,,330150023xxxx,กฤษณะ ยานยนต์,99/2561,12 ม.ค. 61,13 ม.ค. 61,"13,600",สิ้นสุดสัญญา
เช่าโครงการป้องกันและแก้ไขปัญหาสาธารณภัยในเขตพื้นที่ตำบลคูขวาง(กิจกรรมเสริมสร้างความรู้ด้านการป้องกันและระงับอัคคีภัยให้กับเด็ก เยาวชน ประชาชนตำบลคูขวาง โดยวิธีเฉพาะเจาะจง,61077239743.0,2561,เช่า,เทศบาลตำบลคูขวาง,เทศบาลตำบลคูขวาง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12900,12900.0,12900.0,2561,12 ก.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,คูขวาง,ระหว่างดำเนินการ,,3130500247441.0,เทวา พาณิชย์,สป(ช)178/2561,12 ก.ค. 61,16 ก.ค. 61,"12,900",ระหว่างดำเนินการ
เช่าถังดับเพลิงชนิดก๊าชคาร์บอนไดรออกไซด์ (CO2) โดยวิธีเฉพาะเจาะจง,61027347104.0,2561,เช่า,เทศบาลเมืองท่าโขลง,เทศบาลเมืองท่าโขลง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12840,,12840.0,2561,22 ก.พ. 61,ปทุมธานี,คลองหลวง,คลองสอง,ระหว่างดำเนินการ,,115555012330.0,บริษัท เอส.วี.เอส เซล แอนด์ เซอร์วิส จำกัด,ปท 52202/228,22 ก.พ. 61,27 ก.พ. 61,"12,840",ระหว่างดำเนินการ
เช่าค่าเช่าบริการพื้นที่จัดเก็บข้อมูลรายปี โดยวิธีเฉพาะเจาะจง,60107030003.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12000,12000.0,12000.0,2561,4 ต.ค. 60,ปทุมธานี,ลำลูกกา,คูคต,สิ้นสุดสัญญา,,313060006xxxx,นายมนัสภาพ  สุวรียนนท์,2-2561,4 ต.ค. 60,30 ก.ย. 61,"12,000",สิ้นสุดสัญญา
เช่ายานพาหนะ โดยวิธีเฉพาะเจาะจง,60127318482.0,2561,เช่า,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12000,12000.0,12000.0,2561,13 ธ.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,,3141100053267.0,ห้างหุ้นส่วนจำกัด พรทวีลาภ ทัวร์,002/61,13 ธ.ค. 60,18 ธ.ค. 60,"12,000",ระหว่างดำเนินการ
เช่ารถบัส โครงการฝึกอบรมภาษาอังกฤษเพื่อการสื่อสารด้านอาชีพ โดยวิธีเฉพาะเจาะจง,61027431004.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12000,,12000.0,2561,26 ก.พ. 61,ปทุมธานี,-,-,สิ้นสุดสัญญา,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,....../2561,26 ก.พ. 61,28 ก.พ. 61,"12,000",ระหว่างดำเนินการ
เช่ารถพร้อมประกันอุบัติเหตุ รวม 1 รายการ ของงานค่าใช้จ่ายในการปรับปรุงระบบการจัดการน้ำและพัฒนาองค์กรผู้ใช้น้ำ โดยวิธีเฉพาะเจาะจง,61067163296.0,2561,เช่า,กรมชลประทาน,โครงการส่งน้ำและบำรุงรักษารังสิตใต้ (ปทุมธานี) กรมชลประทาน,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12000,0.0,12000.0,2561,11 มิ.ย. 61,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,สิ้นสุดสัญญา,,310020025xxxx,นายพชรอัษม์ เจนสาริกรณ์,รต.ช.01/2561,11 มิ.ย. 61,19 มิ.ย. 61,"12,000",สิ้นสุดสัญญา
เช่าเช่ารถบัสโครงการฝึกอบรมภาษาอังกฤษเพื่อการสื่อสาร โดยวิธีเฉพาะเจาะจง,61057139885.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,12000,,12000.0,2561,9 พ.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,-,9 พ.ค. 61,12 พ.ค. 61,"12,000",ระหว่างดำเนินการ
